"sales1_name","chan1_name","dma1_name","dma2_name"
"Total Sales","Paid Search","Medium Stores Low Loyalty","LAS VEGAS-NV"
"Total Sales","Paid Search","Medium Stores Low Loyalty","LEXINGTON-KY"
"Total Sales","Paid Search","Medium Stores Low Loyalty","MCALLEN-TX"
"Total Sales","Paid Search","Medium Stores Low Loyalty","MIAMI/FT. LDRDA-FL"
"Total Sales","Paid Search","Medium Stores Low Loyalty","MIDLAND-TX"
"Total Sales","Paid Search","Medium Stores Low Loyalty","NASHVILLE-TN"
"Total Sales","Paid Search","Medium Stores Low Loyalty","OKLAHOMA CITY-OK"
"Total Sales","Paid Search","Medium Stores Low Loyalty","OMAHA-NE"
"Total Sales","Paid Search","Medium Stores Low Loyalty","ORLNDO/DYTNA/MB-FL"
"Total Sales","Paid Search","Medium Stores Low Loyalty","PALM SPRINGS-CA"
"Total Sales","Paid Search","Medium Stores Low Loyalty","PHOENIX-AZ"
"Total Sales","Paid Search","Medium Stores Low Loyalty","PORTLAND-OR"
"Total Sales","Paid Search","Medium Stores Low Loyalty","RALEIGH-NC"
"Total Sales","Paid Search","Medium Stores Low Loyalty","SACRAMENTO-CA"
"Total Sales","Paid Search","Medium Stores Low Loyalty","SALT LAKE CITY-UT"
"Total Sales","Paid Search","Medium Stores Low Loyalty","SAN ANTONIO-TX"
"Total Sales","Paid Search","Medium Stores Low Loyalty","SAN DIEGO-CA"
"Total Sales","Paid Search","Medium Stores Low Loyalty","SAN FRANCISCO-CA"
"Total Sales","Paid Search","Medium Stores Low Loyalty","SEATTLE-WA"
"Total Sales","Paid Search","Medium Stores Low Loyalty","TMPA/ST.PT/LKLD-FL"
"Total Sales","Paid Search","Medium Stores Low Loyalty","WACO/TMPL/BRYAN-TX"
"Total Sales","Paid Search","Other","FLAGSTAFF-AZ"
"Total Sales","Paid Search","Other","KIRKSVILLE-IA"
"Total Sales","Paid Search","Other","LAWTON-TX"
"Total Sales","Paid Search","Other","SAVANNAH-GA"
"Total Sales","Paid Search","Other","ST. GEORGE-UT"
"Total Sales","Paid Search","Other","TEXARKANA-TX"
"Total Sales","Radio","High Stores High Loyalty","CHICAGO-IL"
"Total Sales","Radio","High Stores High Loyalty","LOS ANGELES-CA"
"Total Sales","Radio","High Stores High Loyalty","TRI-STATE-NY/NJ/CT"
"Total Sales","Radio","Low Stores Low Loyalty","ABILENE-TX"
"Total Sales","Radio","Low Stores Low Loyalty","ALBANY-GA"
"Total Sales","Radio","Low Stores Low Loyalty","BATON ROUGE-LA"
"Total Sales","Radio","Low Stores Low Loyalty","BEAUMT/PORT ART-TX"
"Total Sales","Radio","Low Stores Low Loyalty","BEND-OR"
"Total Sales","Radio","Low Stores Low Loyalty","BILOXI/GULFPORT-MS"
"Total Sales","Radio","Low Stores Low Loyalty","BIRMINGHAM-AL"
"Total Sales","Radio","Low Stores Low Loyalty","BUTTE/BOZEMAN-MT"
"Total Sales","Radio","Low Stores Low Loyalty","CASPER/RIVERTON-WY"
"Total Sales","Radio","Low Stores Low Loyalty","CHARLESTON-SC"
"Total Sales","Radio","Low Stores Low Loyalty","CHARLOTTESVILLE"
"Total Sales","Radio","Low Stores Low Loyalty","CHATTANOOGA-TN"
"Total Sales","Radio","Low Stores Low Loyalty","CHEYENNE- WY"
"Total Sales","Radio","Low Stores Low Loyalty","COLMBS/TPLO/WPT-MS"
"Total Sales","Radio","Low Stores Low Loyalty","COLUMBUS-GA"
"Total Sales","Radio","Low Stores Low Loyalty","DOTHAN-AL"
"Total Sales","Radio","Low Stores Low Loyalty","EUGENE-OR"
"Total Sales","Radio","Low Stores Low Loyalty","EUREKA-CA"
"Total Sales","Radio","Low Stores Low Loyalty","GAINESVILLE-FL"
"Total Sales","Radio","Low Stores Low Loyalty","GREENVILLE-NC"
"Total Sales","Radio","Low Stores Low Loyalty","HATTSBURG/LAURL-MS"
"Total Sales","Radio","Low Stores Low Loyalty","JACKSON-MS"
"Total Sales","Radio","Low Stores Low Loyalty","JACKSON-TN"
"Total Sales","Radio","Low Stores Low Loyalty","JONESBORO-AR"
"Total Sales","Radio","Low Stores Low Loyalty","LAFAYETTE-LA"
"Total Sales","Radio","Low Stores Low Loyalty","LAKE CHARLES-LA"
"Total Sales","Radio","Low Stores Low Loyalty","LITTLE ROCK-AR"
"Total Sales","Radio","Low Stores Low Loyalty","MACON-GA"
"Total Sales","Radio","Low Stores Low Loyalty","MBLE/PNSCOLA-AL/FL"
"Total Sales","Radio","Low Stores Low Loyalty","MEMPHIS-TN"
"Total Sales","Radio","Low Stores Low Loyalty","MONROE/EL DORDO-LA"
"Total Sales","Radio","Low Stores Low Loyalty","MONTEREY/SALINA-CA"
"Total Sales","Radio","Low Stores Low Loyalty","MONTGOMERY-AL"
"Total Sales","Radio","Low Stores Low Loyalty","NEW ORLEANS-LA"
"Total Sales","Radio","Low Stores Low Loyalty","SHERMAN/ADA-TX"
"Total Sales","Radio","Low Stores Low Loyalty","SHREVEPORT-LA"
"Total Sales","Radio","Low Stores Low Loyalty","SPOKANE-WA"
"Total Sales","Radio","Low Stores Low Loyalty","ST. JOSEPH-MO"
"Total Sales","Radio","Low Stores Low Loyalty","TALLHSSE/THMSVL-FL"
"Total Sales","Radio","Low Stores Low Loyalty","TYLER/LONGVIEW-TX"
"Total Sales","Radio","Low Stores Low Loyalty","VICTORIA-TX"
"Total Sales","Radio","Low Stores Low Loyalty","YAKIMA-WA"
"Total Sales","Radio","Low Stores Low Loyalty","YUMA-AZ"
"Total Sales","Radio","Low Stores Medium Loyalty","ALBANY-NY"
"Total Sales","Radio","Low Stores Medium Loyalty","BANGOR-ME"
"Total Sales","Radio","Low Stores Medium Loyalty","BLUEFIELD-WV"
"Total Sales","Radio","Low Stores Medium Loyalty","BRLGTN-PLATTSBG-VT"
"Total Sales","Radio","Low Stores Medium Loyalty","CHRLSTN/HNTNGTN-WV"
"Total Sales","Radio","Low Stores Medium Loyalty","CLARKSBURG-WV"
"Total Sales","Radio","Low Stores Medium Loyalty","DAVENPORT-IA"
"Total Sales","Radio","Low Stores Medium Loyalty","ELMIRA-NY"
"Total Sales","Radio","Low Stores Medium Loyalty","EVANSVILLE-IN"
"Total Sales","Radio","Low Stores Medium Loyalty","FLNT/SGNW-BYCT-MI"
"Total Sales","Radio","Low Stores Medium Loyalty","FORT MYRS/NAPLS-FL"
"Total Sales","Radio","Low Stores Medium Loyalty","GREENSBORO-NC"
"Total Sales","Radio","Low Stores Medium Loyalty","GREENVILLE-SC"
"Total Sales","Radio","Low Stores Medium Loyalty","HARRISONBURG-VA"
"Total Sales","Radio","Low Stores Medium Loyalty","HUNTSVILLE-AL"
"Total Sales","Radio","Low Stores Medium Loyalty","JOHNSTOWN/ALTNA-PA"
"Total Sales","Radio","Low Stores Medium Loyalty","KNOXVILLE-TN"
"Total Sales","Radio","Low Stores Medium Loyalty","LIMA-OH"
"Total Sales","Radio","Low Stores Medium Loyalty","MARQUETTE-MI"
"Total Sales","Radio","Low Stores Medium Loyalty","MDFRD/KLMATH FA-OR"
"Total Sales","Radio","Low Stores Medium Loyalty","PADUCAH-KY"
"Total Sales","Radio","Low Stores Medium Loyalty","PANAMA CITY-FL"
"Total Sales","Radio","Low Stores Medium Loyalty","PARKERSBURG-WV"
"Total Sales","Radio","Low Stores Medium Loyalty","PORTLAND-ME"
"Total Sales","Radio","Low Stores Medium Loyalty","QUINCY-IL"
"Total Sales","Radio","Low Stores Medium Loyalty","ROANOKE/LYCHBRG-VA"
"Total Sales","Radio","Low Stores Medium Loyalty","ROCHESTER-NY"
"Total Sales","Radio","Low Stores Medium Loyalty","SALISBURY-MD"
"Total Sales","Radio","Low Stores Medium Loyalty","SOUTH BEND-IN"
"Total Sales","Radio","Low Stores Medium Loyalty","SPRINGFIELD-MA"
"Total Sales","Radio","Low Stores Medium Loyalty","SYRACUSE-NY"
"Total Sales","Radio","Low Stores Medium Loyalty","TERRE HAUTE-IN"
"Total Sales","Radio","Low Stores Medium Loyalty","TRAVERSE CITY-MI"
"Total Sales","Radio","Low Stores Medium Loyalty","TRI CITIES-TN"
"Total Sales","Radio","Low Stores Medium Loyalty","WAUSAU-WI"
"Total Sales","Radio","Low Stores Medium Loyalty","WEST PALM BEACH-FL"
"Total Sales","Radio","Low Stores Medium Loyalty","WHEELING-WV"
"Total Sales","Radio","Low Stores Medium Loyalty","WILKES-BARRE-PA"
"Total Sales","Radio","Low Stores Medium Loyalty","ZANESVILLE-OH"
"Total Sales","Radio","Medium Stores High Loyalty","ALBQ/SANTA FE-NM"
"Total Sales","Radio","Medium Stores High Loyalty","ANCHORAGE-AK"
"Total Sales","Radio","Medium Stores High Loyalty","AUGUSTA-GA"
"Total Sales","Radio","Medium Stores High Loyalty","BAKERSFIELD-CA"
"Total Sales","Radio","Medium Stores High Loyalty","BALTIMORE-MD"
"Total Sales","Radio","Medium Stores High Loyalty","BILLINGS-MT"
"Total Sales","Radio","Medium Stores High Loyalty","BINGHAMTON-NY"
"Total Sales","Radio","Medium Stores High Loyalty","BOSTON-MA"
"Total Sales","Radio","Medium Stores High Loyalty","BOWLING GREEN-KY"
"Total Sales","Radio","Medium Stores High Loyalty","BUFFALO-NY"
"Total Sales","Radio","Medium Stores High Loyalty","CEDAR RAPIDS-IA"
"Total Sales","Radio","Medium Stores High Loyalty","CHICO/REDDING-CA"
"Total Sales","Radio","Medium Stores High Loyalty","CHMPGN/SPRINFD-IL"
"Total Sales","Radio","Medium Stores High Loyalty","CINCINNATI-OH"
"Total Sales","Radio","Medium Stores High Loyalty","CLEVELAND-OH"
"Total Sales","Radio","Medium Stores High Loyalty","COLMBA/JEFFRSON-MO"
"Total Sales","Radio","Medium Stores High Loyalty","COLORADO SPRNGS-CO"
"Total Sales","Radio","Medium Stores High Loyalty","COLUMBIA-SC"
"Total Sales","Radio","Medium Stores High Loyalty","COLUMBUS-OH"
"Total Sales","Radio","Medium Stores High Loyalty","CORPUS CHRISTI-TX"
"Total Sales","Radio","Medium Stores High Loyalty","DAYTON-OH"
"Total Sales","Radio","Medium Stores High Loyalty","DENVER-CO"
"Total Sales","Radio","Medium Stores High Loyalty","DETROIT-MI"
"Total Sales","Radio","Medium Stores High Loyalty","DULUTH-MN"
"Total Sales","Radio","Medium Stores High Loyalty","ERIE-PA"
"Total Sales","Radio","Medium Stores High Loyalty","FARGO-ND"
"Total Sales","Radio","Medium Stores High Loyalty","FORT WAYNE-IN"
"Total Sales","Radio","Medium Stores High Loyalty","GRD JCT/MNTS-CO"
"Total Sales","Radio","Medium Stores High Loyalty","GRD RPD KMZ-MI"
"Total Sales","Radio","Medium Stores High Loyalty","GREENBAY/APLTN-WI"
"Total Sales","Radio","Medium Stores High Loyalty","HBG/LANCAST-PA"
"Total Sales","Radio","Medium Stores High Loyalty","INDIANAPOLIS-IN"
"Total Sales","Radio","Medium Stores High Loyalty","JACKSONVILLE-FL"
"Total Sales","Radio","Medium Stores High Loyalty","JOPLIN/PTSBURG-MO"
"Total Sales","Radio","Medium Stores High Loyalty","LA CRSE/EAU CL-WI"
"Total Sales","Radio","Medium Stores High Loyalty","LAFAYETTE-IN"
"Total Sales","Radio","Medium Stores High Loyalty","LANSING/JACKSON-MI"
"Total Sales","Radio","Medium Stores High Loyalty","LINCOLN-NE"
"Total Sales","Radio","Medium Stores High Loyalty","LOUISVILLE-KY"
"Total Sales","Radio","Medium Stores High Loyalty","LUBBOCK-TX"
"Total Sales","Radio","Medium Stores High Loyalty","MADISON-WI"
"Total Sales","Radio","Medium Stores High Loyalty","MANKATO-MN"
"Total Sales","Radio","Medium Stores High Loyalty","MILWAUKEE-WI"
"Total Sales","Radio","Medium Stores High Loyalty","MINNEAPOLIS-MN"
"Total Sales","Radio","Medium Stores High Loyalty","MINOT/BISMARCK-ND"
"Total Sales","Radio","Medium Stores High Loyalty","NEW HAVEN/HARTD-CT"
"Total Sales","Radio","Medium Stores High Loyalty","NORFOLK-VA"
"Total Sales","Radio","Medium Stores High Loyalty","PEORIA/BLMNGTN-IL"
"Total Sales","Radio","Medium Stores High Loyalty","PHILADELPHIA-PA"
"Total Sales","Radio","Medium Stores High Loyalty","PITTSBURGH-PA"
"Total Sales","Radio","Medium Stores High Loyalty","PROVIDENCE-RI"
"Total Sales","Radio","Medium Stores High Loyalty","RAPID CITY-SD"
"Total Sales","Radio","Medium Stores High Loyalty","RENO-NV"
"Total Sales","Radio","Medium Stores High Loyalty","RICHMOND-VA"
"Total Sales","Radio","Medium Stores High Loyalty","ROCHESTER-MN"
"Total Sales","Radio","Medium Stores High Loyalty","ROCKFORD-IL"
"Total Sales","Radio","Medium Stores High Loyalty","SANTA BARBARA-CA"
"Total Sales","Radio","Medium Stores High Loyalty","SIOUX CITY-IA"
"Total Sales","Radio","Medium Stores High Loyalty","SIOUX FALLS-SD"
"Total Sales","Radio","Medium Stores High Loyalty","SPRINGFIELD-MO"
"Total Sales","Radio","Medium Stores High Loyalty","ST. LOUIS-MO"
"Total Sales","Radio","Medium Stores High Loyalty","TOLEDO-OH"
"Total Sales","Radio","Medium Stores High Loyalty","TOPEKA-KS"
"Total Sales","Radio","Medium Stores High Loyalty","TUCSON-AZ"
"Total Sales","Radio","Medium Stores High Loyalty","TULSA-OK"
"Total Sales","Radio","Medium Stores High Loyalty","UTICA-NY"
"Total Sales","Radio","Medium Stores High Loyalty","WASHINGTON D.C."
"Total Sales","Radio","Medium Stores High Loyalty","WATERTOWN-NY"
"Total Sales","Radio","Medium Stores High Loyalty","WICHITA-KS"
"Total Sales","Radio","Medium Stores High Loyalty","WILMINGTON-NC"
"Total Sales","Radio","Medium Stores High Loyalty","YOUNGSTOWN-OH"
"Total Sales","Radio","Medium Stores Low Loyalty","AMARILLO-TX"
"Total Sales","Radio","Medium Stores Low Loyalty","ATLANTA-GA"
"Total Sales","Radio","Medium Stores Low Loyalty","AUSTIN-TX"
"Total Sales","Radio","Medium Stores Low Loyalty","BOISE-ID"
"Total Sales","Radio","Medium Stores Low Loyalty","CHARLOTTE-NC"
"Total Sales","Radio","Medium Stores Low Loyalty","DALLAS-TX"
"Total Sales","Radio","Medium Stores Low Loyalty","DES MOINES-IA"
"Total Sales","Radio","Medium Stores Low Loyalty","EL PASO-TX"
"Total Sales","Radio","Medium Stores Low Loyalty","FAYETTEVL/FT.SM-AR"
"Total Sales","Radio","Medium Stores Low Loyalty","FLORNCE/MRTL BE-SC"
"Total Sales","Radio","Medium Stores Low Loyalty","FRESNO/VISALIA-CA"
"Total Sales","Radio","Medium Stores Low Loyalty","HOUSTON-TX"
"Total Sales","Radio","Medium Stores Low Loyalty","IDHO FLS/POCTLO-ID"
"Total Sales","Radio","Medium Stores Low Loyalty","KANSAS CT-KS / MO"
"Total Sales","Radio","Medium Stores Low Loyalty","LAREDO-TX"
"Total Sales","Radio","Medium Stores Low Loyalty","LAS VEGAS-NV"
"Total Sales","Radio","Medium Stores Low Loyalty","LEXINGTON-KY"
"Total Sales","Radio","Medium Stores Low Loyalty","MCALLEN-TX"
"Total Sales","Radio","Medium Stores Low Loyalty","MIAMI/FT. LDRDA-FL"
"Total Sales","Radio","Medium Stores Low Loyalty","MIDLAND-TX"
"Total Sales","Radio","Medium Stores Low Loyalty","NASHVILLE-TN"
"Total Sales","Radio","Medium Stores Low Loyalty","OKLAHOMA CITY-OK"
"Total Sales","Radio","Medium Stores Low Loyalty","OMAHA-NE"
"Total Sales","Radio","Medium Stores Low Loyalty","ORLNDO/DYTNA/MB-FL"
"Total Sales","Radio","Medium Stores Low Loyalty","PALM SPRINGS-CA"
"Total Sales","Radio","Medium Stores Low Loyalty","PHOENIX-AZ"
"Total Sales","Radio","Medium Stores Low Loyalty","PORTLAND-OR"
"Total Sales","Radio","Medium Stores Low Loyalty","RALEIGH-NC"
"Total Sales","Radio","Medium Stores Low Loyalty","SACRAMENTO-CA"
"Total Sales","Radio","Medium Stores Low Loyalty","SALT LAKE CITY-UT"
"Total Sales","Radio","Medium Stores Low Loyalty","SAN ANTONIO-TX"
"Total Sales","Radio","Medium Stores Low Loyalty","SAN DIEGO-CA"
"Total Sales","Radio","Medium Stores Low Loyalty","SAN FRANCISCO-CA"
"Total Sales","Radio","Medium Stores Low Loyalty","SEATTLE-WA"
"Total Sales","Radio","Medium Stores Low Loyalty","TMPA/ST.PT/LKLD-FL"
"Total Sales","Radio","Medium Stores Low Loyalty","WACO/TMPL/BRYAN-TX"
"Total Sales","Radio","Other","FLAGSTAFF-AZ"
"Total Sales","Radio","Other","KIRKSVILLE-IA"
"Total Sales","Radio","Other","LAWTON-TX"
"Total Sales","Radio","Other","SAVANNAH-GA"
"Total Sales","Radio","Other","ST. GEORGE-UT"
"Total Sales","Radio","Other","TEXARKANA-TX"
"Total Sales","TV Brand","High Stores High Loyalty","CHICAGO-IL"
"Total Sales","TV Brand","High Stores High Loyalty","LOS ANGELES-CA"
"Total Sales","TV Brand","High Stores High Loyalty","TRI-STATE-NY/NJ/CT"
"Total Sales","TV Brand","Low Stores Low Loyalty","ABILENE-TX"
"Total Sales","TV Brand","Low Stores Low Loyalty","ALBANY-GA"
"Total Sales","TV Brand","Low Stores Low Loyalty","BATON ROUGE-LA"
"Total Sales","TV Brand","Low Stores Low Loyalty","BEAUMT/PORT ART-TX"
"Total Sales","TV Brand","Low Stores Low Loyalty","BEND-OR"
"Total Sales","TV Brand","Low Stores Low Loyalty","BILOXI/GULFPORT-MS"
"Total Sales","TV Brand","Low Stores Low Loyalty","BIRMINGHAM-AL"
"Total Sales","TV Brand","Low Stores Low Loyalty","BUTTE/BOZEMAN-MT"
"Total Sales","TV Brand","Low Stores Low Loyalty","CASPER/RIVERTON-WY"
"Total Sales","TV Brand","Low Stores Low Loyalty","CHARLESTON-SC"
"Total Sales","TV Brand","Low Stores Low Loyalty","CHARLOTTESVILLE"
"Total Sales","TV Brand","Low Stores Low Loyalty","CHATTANOOGA-TN"
"Total Sales","TV Brand","Low Stores Low Loyalty","CHEYENNE- WY"
"Total Sales","TV Brand","Low Stores Low Loyalty","COLMBS/TPLO/WPT-MS"
"Total Sales","TV Brand","Low Stores Low Loyalty","COLUMBUS-GA"
"Total Sales","TV Brand","Low Stores Low Loyalty","DOTHAN-AL"
"Total Sales","TV Brand","Low Stores Low Loyalty","EUGENE-OR"
"Total Sales","TV Brand","Low Stores Low Loyalty","EUREKA-CA"
"Total Sales","TV Brand","Low Stores Low Loyalty","GAINESVILLE-FL"
"Total Sales","TV Brand","Low Stores Low Loyalty","GREENVILLE-NC"
"Total Sales","TV Brand","Low Stores Low Loyalty","HATTSBURG/LAURL-MS"
"Total Sales","TV Brand","Low Stores Low Loyalty","JACKSON-MS"
"Total Sales","TV Brand","Low Stores Low Loyalty","JACKSON-TN"
"Total Sales","TV Brand","Low Stores Low Loyalty","JONESBORO-AR"
"Total Sales","TV Brand","Low Stores Low Loyalty","LAFAYETTE-LA"
"Total Sales","TV Brand","Low Stores Low Loyalty","LAKE CHARLES-LA"
"Total Sales","TV Brand","Low Stores Low Loyalty","LITTLE ROCK-AR"
"Total Sales","TV Brand","Low Stores Low Loyalty","MACON-GA"
"Total Sales","TV Brand","Low Stores Low Loyalty","MBLE/PNSCOLA-AL/FL"
"Total Sales","TV Brand","Low Stores Low Loyalty","MEMPHIS-TN"
"Total Sales","TV Brand","Low Stores Low Loyalty","MONROE/EL DORDO-LA"
"Total Sales","TV Brand","Low Stores Low Loyalty","MONTEREY/SALINA-CA"
"Total Sales","TV Brand","Low Stores Low Loyalty","MONTGOMERY-AL"
"Total Sales","TV Brand","Low Stores Low Loyalty","NEW ORLEANS-LA"
"Total Sales","TV Brand","Low Stores Low Loyalty","SHERMAN/ADA-TX"
"Total Sales","TV Brand","Low Stores Low Loyalty","SHREVEPORT-LA"
"Total Sales","TV Brand","Low Stores Low Loyalty","SPOKANE-WA"
"Total Sales","TV Brand","Low Stores Low Loyalty","ST. JOSEPH-MO"
"Total Sales","TV Brand","Low Stores Low Loyalty","TALLHSSE/THMSVL-FL"
"Total Sales","TV Brand","Low Stores Low Loyalty","TYLER/LONGVIEW-TX"
"Total Sales","TV Brand","Low Stores Low Loyalty","VICTORIA-TX"
"Total Sales","TV Brand","Low Stores Low Loyalty","YAKIMA-WA"
"Total Sales","TV Brand","Low Stores Low Loyalty","YUMA-AZ"
"Total Sales","TV Brand","Low Stores Medium Loyalty","ALBANY-NY"
"Total Sales","TV Brand","Low Stores Medium Loyalty","BANGOR-ME"
"Total Sales","TV Brand","Low Stores Medium Loyalty","BLUEFIELD-WV"
"Total Sales","TV Brand","Low Stores Medium Loyalty","BRLGTN-PLATTSBG-VT"
"Total Sales","TV Brand","Low Stores Medium Loyalty","CHRLSTN/HNTNGTN-WV"
"Total Sales","TV Brand","Low Stores Medium Loyalty","CLARKSBURG-WV"
"Total Sales","TV Brand","Low Stores Medium Loyalty","DAVENPORT-IA"
"Total Sales","TV Brand","Low Stores Medium Loyalty","ELMIRA-NY"
"Total Sales","TV Brand","Low Stores Medium Loyalty","EVANSVILLE-IN"
"Total Sales","TV Brand","Low Stores Medium Loyalty","FLNT/SGNW-BYCT-MI"
"Total Sales","TV Brand","Low Stores Medium Loyalty","FORT MYRS/NAPLS-FL"
"Total Sales","TV Brand","Low Stores Medium Loyalty","GREENSBORO-NC"
"Total Sales","TV Brand","Low Stores Medium Loyalty","GREENVILLE-SC"
"Total Sales","TV Brand","Low Stores Medium Loyalty","HARRISONBURG-VA"
"Total Sales","TV Brand","Low Stores Medium Loyalty","HUNTSVILLE-AL"
"Total Sales","TV Brand","Low Stores Medium Loyalty","JOHNSTOWN/ALTNA-PA"
"Total Sales","TV Brand","Low Stores Medium Loyalty","KNOXVILLE-TN"
"Total Sales","TV Brand","Low Stores Medium Loyalty","LIMA-OH"
"Total Sales","TV Brand","Low Stores Medium Loyalty","MARQUETTE-MI"
"Total Sales","TV Brand","Low Stores Medium Loyalty","MDFRD/KLMATH FA-OR"
"Total Sales","TV Brand","Low Stores Medium Loyalty","PADUCAH-KY"
"Total Sales","TV Brand","Low Stores Medium Loyalty","PANAMA CITY-FL"
"Total Sales","TV Brand","Low Stores Medium Loyalty","PARKERSBURG-WV"
"Total Sales","TV Brand","Low Stores Medium Loyalty","PORTLAND-ME"
"Total Sales","TV Brand","Low Stores Medium Loyalty","QUINCY-IL"
"Total Sales","TV Brand","Low Stores Medium Loyalty","ROANOKE/LYCHBRG-VA"
"Total Sales","TV Brand","Low Stores Medium Loyalty","ROCHESTER-NY"
"Total Sales","TV Brand","Low Stores Medium Loyalty","SALISBURY-MD"
"Total Sales","TV Brand","Low Stores Medium Loyalty","SOUTH BEND-IN"
"Total Sales","TV Brand","Low Stores Medium Loyalty","SPRINGFIELD-MA"
"Total Sales","TV Brand","Low Stores Medium Loyalty","SYRACUSE-NY"
"Total Sales","TV Brand","Low Stores Medium Loyalty","TERRE HAUTE-IN"
"Total Sales","TV Brand","Low Stores Medium Loyalty","TRAVERSE CITY-MI"
"Total Sales","TV Brand","Low Stores Medium Loyalty","TRI CITIES-TN"
"Total Sales","TV Brand","Low Stores Medium Loyalty","WAUSAU-WI"
"Total Sales","TV Brand","Low Stores Medium Loyalty","WEST PALM BEACH-FL"
"Total Sales","TV Brand","Low Stores Medium Loyalty","WHEELING-WV"
"Total Sales","TV Brand","Low Stores Medium Loyalty","WILKES-BARRE-PA"
"Total Sales","TV Brand","Low Stores Medium Loyalty","ZANESVILLE-OH"
"Total Sales","TV Brand","Medium Stores High Loyalty","ALBQ/SANTA FE-NM"
"Total Sales","TV Brand","Medium Stores High Loyalty","ANCHORAGE-AK"
"Total Sales","TV Brand","Medium Stores High Loyalty","AUGUSTA-GA"
"Total Sales","TV Brand","Medium Stores High Loyalty","BAKERSFIELD-CA"
"Total Sales","TV Brand","Medium Stores High Loyalty","BALTIMORE-MD"
"Total Sales","TV Brand","Medium Stores High Loyalty","BILLINGS-MT"
"Total Sales","TV Brand","Medium Stores High Loyalty","BINGHAMTON-NY"
"Total Sales","TV Brand","Medium Stores High Loyalty","BOSTON-MA"
"Total Sales","TV Brand","Medium Stores High Loyalty","BOWLING GREEN-KY"
"Total Sales","TV Brand","Medium Stores High Loyalty","BUFFALO-NY"
"Total Sales","TV Brand","Medium Stores High Loyalty","CEDAR RAPIDS-IA"
"Total Sales","TV Brand","Medium Stores High Loyalty","CHICO/REDDING-CA"
"Total Sales","TV Brand","Medium Stores High Loyalty","CHMPGN/SPRINFD-IL"
"Total Sales","TV Brand","Medium Stores High Loyalty","CINCINNATI-OH"
"Total Sales","TV Brand","Medium Stores High Loyalty","CLEVELAND-OH"
"Total Sales","TV Brand","Medium Stores High Loyalty","COLMBA/JEFFRSON-MO"
"Total Sales","TV Brand","Medium Stores High Loyalty","COLORADO SPRNGS-CO"
"Total Sales","TV Brand","Medium Stores High Loyalty","COLUMBIA-SC"
"Total Sales","TV Brand","Medium Stores High Loyalty","COLUMBUS-OH"
"Total Sales","TV Brand","Medium Stores High Loyalty","CORPUS CHRISTI-TX"
"Total Sales","TV Brand","Medium Stores High Loyalty","DAYTON-OH"
"Total Sales","TV Brand","Medium Stores High Loyalty","DENVER-CO"
"Total Sales","TV Brand","Medium Stores High Loyalty","DETROIT-MI"
"Total Sales","TV Brand","Medium Stores High Loyalty","DULUTH-MN"
"Total Sales","TV Brand","Medium Stores High Loyalty","ERIE-PA"
"Total Sales","TV Brand","Medium Stores High Loyalty","FARGO-ND"
"Total Sales","TV Brand","Medium Stores High Loyalty","FORT WAYNE-IN"
"Total Sales","TV Brand","Medium Stores High Loyalty","GRD JCT/MNTS-CO"
"Total Sales","TV Brand","Medium Stores High Loyalty","GRD RPD KMZ-MI"
"Total Sales","TV Brand","Medium Stores High Loyalty","GREENBAY/APLTN-WI"
"Total Sales","TV Brand","Medium Stores High Loyalty","HBG/LANCAST-PA"
"Total Sales","TV Brand","Medium Stores High Loyalty","INDIANAPOLIS-IN"
"Total Sales","TV Brand","Medium Stores High Loyalty","JACKSONVILLE-FL"
"Total Sales","TV Brand","Medium Stores High Loyalty","JOPLIN/PTSBURG-MO"
"Total Sales","TV Brand","Medium Stores High Loyalty","LA CRSE/EAU CL-WI"
"Total Sales","TV Brand","Medium Stores High Loyalty","LAFAYETTE-IN"
"Total Sales","TV Brand","Medium Stores High Loyalty","LANSING/JACKSON-MI"
"Total Sales","TV Brand","Medium Stores High Loyalty","LINCOLN-NE"
"Total Sales","TV Brand","Medium Stores High Loyalty","LOUISVILLE-KY"
"Total Sales","TV Brand","Medium Stores High Loyalty","LUBBOCK-TX"
"Total Sales","TV Brand","Medium Stores High Loyalty","MADISON-WI"
"Total Sales","TV Brand","Medium Stores High Loyalty","MANKATO-MN"
"Total Sales","TV Brand","Medium Stores High Loyalty","MILWAUKEE-WI"
"Total Sales","TV Brand","Medium Stores High Loyalty","MINNEAPOLIS-MN"
"Total Sales","TV Brand","Medium Stores High Loyalty","MINOT/BISMARCK-ND"
"Total Sales","TV Brand","Medium Stores High Loyalty","NEW HAVEN/HARTD-CT"
"Total Sales","TV Brand","Medium Stores High Loyalty","NORFOLK-VA"
"Total Sales","TV Brand","Medium Stores High Loyalty","PEORIA/BLMNGTN-IL"
"Total Sales","TV Brand","Medium Stores High Loyalty","PHILADELPHIA-PA"
"Total Sales","TV Brand","Medium Stores High Loyalty","PITTSBURGH-PA"
"Total Sales","TV Brand","Medium Stores High Loyalty","PROVIDENCE-RI"
"Total Sales","TV Brand","Medium Stores High Loyalty","RAPID CITY-SD"
"Total Sales","TV Brand","Medium Stores High Loyalty","RENO-NV"
"Total Sales","TV Brand","Medium Stores High Loyalty","RICHMOND-VA"
"Total Sales","TV Brand","Medium Stores High Loyalty","ROCHESTER-MN"
